loops	prediction	trackerror	treesize	prunetreesize	prunetime	bestcost	time
1.0	0.0	0.0	3534.0	0.0	3.1e-05	inf	1.0
2.0	0.0	2.460821377186546e-06	1084.0	3472.0	0.003504	inf	2.0
3.0	0.7000000000000001	0.04694934160119563	1788.0	3.0	0.000633	inf	3.0
4.0	0.4	0.09247706103205851	1534.0	9.0	0.00078	inf	4.0
5.0	0.2	0.111919481944105	2623.0	11.0	0.000951	inf	5.0
6.0	0.1	0.055595555406430915	3759.0	12.0	0.001598	inf	6.0
7.0	0.1	0.08825092788132469	5543.0	12.0	0.002103	inf	7.0
8.0	0.2	0.06236297709591648	8131.0	12.0	0.003409	inf	8.0
9.0	0.30000000000000004	0.060442139827891594	8863.0	11.0	0.0065	inf	9.0
10.0	0.30000000000000004	0.06993337190108816	9539.0	8.0	0.005754	inf	10.0
11.0	0.1	0.148724332774918	10491.0	7.0	0.006326	inf	11.0
12.0	0.30000000000000004	0.06859152491530907	10773.0	6.0	0.007459	inf	12.0
13.0	0.6000000000000001	0.058710268217836425	11973.0	7.0	0.009661	inf	13.0
14.0	0.2	0.08947536704287688	13884.0	12.0	0.009176	inf	14.0
15.0	0.2	0.1314946364228063	12971.0	12.0	0.009277	inf	15.0
16.0	0.1	0.08222941237626286	13073.0	12.0	0.010683	inf	16.0
17.0	0.1	0.04818694243789525	13074.0	12.0	0.011799	inf	17.0
18.0	0.1	0.08290493360857393	13917.0	12.0	0.008012	inf	18.0
19.0	0.1	0.2165145235365643	14141.0	12.0	0.010086	inf	19.0
20.0	0.2	0.1828679767835373	14205.0	12.0	0.007416	inf	20.0
21.0	0.1	0.09863613919467809	14433.0	12.0	0.008692	inf	21.0
22.0	0.1	0.08972325164683569	14523.0	12.0	0.013236	inf	22.0
23.0	0.2	0.11083920442051909	14817.0	12.0	0.012978	inf	23.0
24.0	0.1	0.0711331228110973	15101.0	13.0	0.012918	inf	24.0
25.0	0.2	0.09427408646628284	15491.0	12.0	0.012112	inf	25.0
26.0	0.2	0.16464108396797178	15787.0	11.0	0.012594	inf	26.0
27.0	0.1	0.10333452392275569	16225.0	12.0	0.011415	inf	27.0
28.0	0.1	0.05412410859841685	17989.0	12.0	0.013702	inf	28.0
29.0	0.2	0.08298224395693002	18154.0	12.0	0.013839	inf	29.0
30.0	0.1	0.14734793376959232	18441.0	12.0	0.014216	inf	30.0
31.0	0.2	0.05223192359121167	18894.0	12.0	0.012975	inf	31.0
32.0	0.2	0.09961111422944562	20027.0	11.0	0.015483	inf	32.0
33.0	0.1	0.07349794697803978	9203.0	9.0	0.009711	inf	33.0
34.0	0.2	0.11825016344252544	9416.0	11.0	0.006256	inf	34.0
35.0	0.2	0.15502511301975933	9850.0	10.0	0.007412	inf	35.0
36.0	0.1	0.10854125742477543	10582.0	11.0	0.00453	inf	36.0
37.0	0.2	0.05140771311041192	10983.0	11.0	0.007691	inf	37.0
38.0	0.30000000000000004	0.05624768417070461	12150.0	12.0	0.011826	inf	38.0
39.0	0.1	0.13143481589408715	12754.0	12.0	0.008379	inf	39.0
40.0	0.1	0.07600274317885056	13119.0	12.0	0.011128	inf	40.0
41.0	0.1	0.08044791897340688	13578.0	12.0	0.010519	inf	41.0
42.0	0.2	0.05728575979338775	10320.0	11.0	0.008443	inf	42.0
43.0	0.1	0.11347897929569994	11098.0	12.0	0.006345	inf	43.0
44.0	0.2	0.11650588005883948	5376.0	11.0	0.00636	inf	44.0
45.0	0.1	0.09577693483343015	5874.0	11.0	0.004292	inf	45.0
46.0	0.2	0.1630431088636142	6384.0	12.0	0.003935	inf	46.0
47.0	0.1	0.059406323237850424	7088.0	11.0	0.003596	inf	47.0
48.0	0.2	0.5223202809738385	5506.0	11.0	0.004034	inf	48.0
49.0	0.1	0.18437529787239268	5970.0	12.0	0.003431	inf	49.0
50.0	0.1	0.13033549448295928	6776.0	12.0	0.002956	inf	50.0
51.0	0.1	0.05705406745755933	6078.0	12.0	0.004232	inf	51.0
52.0	0.1	0.12811715102608948	6269.0	12.0	0.003896	inf	52.0
53.0	0.2	0.06564526381633613	6115.0	12.0	0.004194	inf	53.0
54.0	0.30000000000000004	0.11243214194777978	6523.0	12.0	0.004598	inf	54.0
55.0	0.1	0.18862827489946735	7363.0	12.0	0.004374	inf	55.0
56.0	0.2	0.18939812645568227	820.0	11.0	0.001468	inf	56.0
57.0	0.1	0.1089992562927725	2037.0	13.0	0.000566	inf	57.0
58.0	0.1	0.09065456884234956	1983.0	12.0	0.000916	inf	58.0
