loops	prediction	trackerror	treesize	prunetreesize	prunetime	bestcost	time
1.0	0.0	0.0	1552.0	0.0	3.1e-05	inf	1.0
2.0	0.0	1.2231083415147352e-07	1656.0	1534.0	0.001481	inf	2.0
3.0	0.5	0.027318580624826345	1991.0	8.0	0.000615	inf	3.0
4.0	0.2	0.08237105222257422	1196.0	12.0	0.000499	inf	4.0
5.0	0.1	0.0729697801557293	2603.0	12.0	0.000692	inf	5.0
6.0	0.1	0.21703711685314633	1206.0	11.0	0.000738	inf	6.0
7.0	0.2	0.24131789231752115	2616.0	11.0	0.000667	inf	7.0
8.0	0.1	0.13255973205746405	1679.0	9.0	0.00077	inf	8.0
9.0	0.1	0.14189888100089587	3340.0	9.0	0.000824	inf	9.0
10.0	0.2	0.12135674630009077	1513.0	8.0	0.001073	inf	10.0
11.0	0.1	0.057290966716267606	2646.0	7.0	0.000752	inf	11.0
12.0	0.30000000000000004	0.20497071661158195	2418.0	6.0	0.001186	inf	12.0
13.0	0.30000000000000004	0.10177154484680634	2813.0	7.0	0.001209	inf	13.0
14.0	0.2	0.08988729737078607	2473.0	10.0	0.001146	inf	14.0
15.0	0.2	0.08948654932816164	3204.0	11.0	0.001236	inf	15.0
16.0	0.2	0.07677935467961913	3072.0	12.0	0.001848	inf	16.0
17.0	0.1	0.10901192993088303	3907.0	12.0	0.001704	inf	17.0
18.0	0.2	0.07455905317388536	2470.0	12.0	0.001848	inf	18.0
19.0	0.1	0.17334664266623873	2542.0	12.0	0.001196	inf	19.0
20.0	0.2	0.15183906078888298	3277.0	12.0	0.001188	inf	20.0
21.0	0.1	0.09065357554854207	3927.0	12.0	0.001977	inf	21.0
22.0	0.1	0.07976787754343984	4303.0	12.0	0.002404	inf	22.0
23.0	0.1	0.1590371685014923	4510.0	12.0	0.002592	inf	23.0
24.0	0.2	0.13808358359040304	3967.0	12.0	0.001675	inf	24.0
25.0	0.1	0.08071629650840201	4322.0	12.0	0.001811	inf	25.0
26.0	0.1	0.0490410666128404	4501.0	12.0	0.001885	inf	26.0
27.0	0.1	0.11418417031306391	4976.0	12.0	0.002344	inf	27.0
28.0	0.1	0.217752589220511	5787.0	12.0	0.002938	inf	28.0
29.0	0.2	0.1524699384698074	6589.0	12.0	0.003968	inf	29.0
30.0	0.1	0.09569002940256931	7177.0	12.0	0.003167	inf	30.0
31.0	0.1	0.07611149900329962	9134.0	12.0	0.005035	inf	31.0
32.0	0.2	0.05372736470110508	4868.0	11.0	0.004566	inf	32.0
33.0	0.1	0.14384142825802426	5023.0	12.0	0.002008	inf	33.0
34.0	0.2	0.11109720424994941	5699.0	12.0	0.002886	inf	34.0
35.0	0.1	0.05559006080679016	5992.0	12.0	0.002382	inf	35.0
36.0	0.2	0.1300652577440466	6699.0	12.0	0.003817	inf	36.0
37.0	0.1	0.07384534716554189	7008.0	12.0	0.003462	inf	37.0
38.0	0.2	0.15476759734123205	8365.0	12.0	0.002916	inf	38.0
39.0	0.1	0.06613980547960933	9570.0	13.0	0.00522	inf	39.0
40.0	0.2	0.1348780964548855	10313.0	12.0	0.005913	inf	40.0
41.0	0.1	0.0903438528191532	11338.0	12.0	0.006211	inf	41.0
42.0	0.2	0.05231522294193628	11944.0	12.0	0.006668	inf	42.0
43.0	0.1	0.11173111307663322	12434.0	12.0	0.006237	inf	43.0
44.0	0.2	0.08332583106687666	5704.0	12.0	0.003962	inf	44.0
45.0	0.1	0.08861651250186472	6712.0	12.0	0.002509	inf	45.0
46.0	0.2	0.12294589865805432	7567.0	12.0	0.002826	inf	46.0
47.0	0.2	0.12983104093015446	8085.0	12.0	0.004619	inf	47.0
48.0	0.2	0.07594182250014932	8525.0	12.0	0.004608	inf	48.0
49.0	0.0	0.20660384358370637	10329.0	12.0	0.004241	inf	49.0
50.0	0.2	0.10486675707213182	5686.0	11.0	0.004801	inf	50.0
51.0	0.1	0.06131487943179184	6323.0	11.0	0.003591	inf	51.0
52.0	0.1	0.043786204402672405	7097.0	11.0	0.003066	inf	52.0
53.0	0.1	0.12508896706696881	7981.0	11.0	0.004834	inf	53.0
54.0	0.2	0.13699665713313464	8125.0	10.0	0.004889	inf	54.0
55.0	0.1	0.2026675346564117	2135.0	10.0	0.003324	inf	55.0
56.0	0.4	0.1379810294314937	2687.0	11.0	0.00119	inf	56.0
57.0	0.0	0.05288249658847838	3774.0	13.0	0.001206	inf	57.0
58.0	0.2	0.1539077121746477	3594.0	12.0	0.001958	inf	58.0
59.0	0.1	0.07974243389004886	4405.0	12.0	0.002405	inf	59.0
60.0	0.2	0.1989651107328356	6079.0	12.0	0.002533	inf	60.0
61.0	0.2	0.11786555846144094	5282.0	12.0	0.003015	inf	61.0
62.0	0.1	0.050410706318272436	4316.0	12.0	0.002013	inf	62.0
63.0	0.2	0.14544226402453	3523.0	12.0	0.001985	inf	63.0
64.0	0.2	0.06251766525960259	3945.0	11.0	0.001915	inf	64.0
65.0	0.2	0.147330501742852	2690.0	10.0	0.001793	inf	65.0
66.0	0.1	0.10559562275045857	3251.0	9.0	0.001759	inf	66.0
67.0	0.2	0.1856947692974178	3241.0	10.0	0.001284	inf	67.0
68.0	0.1	0.05289030236999687	4430.0	10.0	0.001971	inf	68.0
69.0	0.30000000000000004	0.19121516788131762	3075.0	9.0	0.002151	inf	69.0
70.0	0.2	0.13558230983495778	2816.0	11.0	0.001872	inf	70.0
71.0	0.1	0.05676244582298405	2854.0	11.0	0.001493	inf	71.0
72.0	0.1	0.13278834344014842	3869.0	12.0	0.001868	inf	72.0
73.0	0.1	0.21893937397797586	1659.0	11.0	0.00087	inf	73.0
74.0	0.2	0.22722753536098364	2615.0	12.0	0.000836	inf	74.0
75.0	0.1	0.15235373774358124	3908.0	10.0	0.00146	inf	75.0
76.0	0.1	0.09096495000481941	2392.0	9.0	0.00141	inf	76.0
77.0	0.1	0.11749871335867695	3851.0	9.0	0.001381	inf	77.0
78.0	0.30000000000000004	0.08001930523227481	1846.0	8.0	0.001478	inf	78.0
79.0	0.2	0.12384648825949514	2599.0	8.0	0.000658	inf	79.0
80.0	0.0	0.08778842396380374	3793.0	7.0	0.00144	inf	80.0
81.0	0.7000000000000001	0.05967539472321692	2275.0	6.0	0.001515	inf	81.0
82.0	0.0	0.18696232431651194	3488.0	7.0	0.001353	inf	82.0
83.0	0.4	0.13181203496617566	2146.0	6.0	0.001296	inf	83.0
84.0	0.5	0.08448445381999657	2161.0	8.0	0.001051	inf	84.0
85.0	0.2	0.067852081582926	2809.0	8.0	0.001311	inf	85.0
86.0	0.2	0.05616762433206493	2874.0	6.0	0.001087	inf	86.0
87.0	0.0	0.10125123356186476	3419.0	5.0	0.001983	inf	87.0
88.0	0.8	0.11691100253427247	3020.0	4.0	0.001932	inf	88.0
89.0	0.30000000000000004	0.11225598419890036	4209.0	6.0	0.001998	inf	89.0
90.0	0.0	0.09660909851833663	5382.0	5.0	0.002653	inf	90.0
91.0	1.3	0.07202992962556216	556.0	3.0	0.002365	inf	91.0
92.0	0.0	0.21864219145576846	737.0	9.0	0.000363	inf	92.0
