loops	prediction	trackerror	treesize	prunetreesize	prunetime	bestcost	time
1.0	0.0	0.0	932.0	0.0	0.000295	inf	1.0
2.0	0.0	4.6376388541081726e-07	1263.0	846.0	0.000728	inf	2.0
3.0	0.5	0.06920812571734326	956.0	8.0	0.000458	inf	3.0
4.0	0.1	0.10380445764135585	1066.0	12.0	0.000415	inf	4.0
5.0	0.1	0.19847730421414567	1061.0	12.0	0.00063	inf	5.0
6.0	0.2	0.2592453915331738	1113.0	12.0	0.000444	inf	6.0
7.0	0.1	0.18431846965577	929.0	12.0	0.000609	inf	7.0
8.0	0.1	0.13996632198032743	966.0	12.0	0.000394	inf	8.0
9.0	0.1	0.10042025531072751	1554.0	12.0	0.000486	inf	9.0
10.0	0.1	0.13455195224352778	832.0	12.0	0.0007	inf	10.0
11.0	0.2	0.09680461555573619	1173.0	12.0	0.000406	inf	11.0
12.0	0.1	0.12693546652097804	1101.0	12.0	0.00048	inf	12.0
13.0	0.2	0.10257842877806055	1235.0	12.0	0.000486	inf	13.0
14.0	0.1	0.08924552928470585	2042.0	12.0	0.001276	inf	14.0
15.0	0.1	0.16684341135977074	3627.0	12.0	0.001275	inf	15.0
16.0	0.2	0.24556062073324575	4737.0	11.0	0.002109	inf	16.0
17.0	0.1	0.1368955856220509	5323.0	11.0	0.004187	inf	17.0
18.0	0.1	0.18872126645060253	5758.0	10.0	0.003364	inf	18.0
19.0	0.1	0.21418201423517766	8625.0	9.0	0.006487	inf	19.0
20.0	0.30000000000000004	0.12163450362674934	2415.0	8.0	0.003528	inf	20.0
21.0	0.30000000000000004	0.07372471780404452	3032.0	8.0	0.001607	inf	21.0
22.0	0.5	0.0918767635876708	2700.0	11.0	0.001632	inf	22.0
23.0	0.1	0.047782739064392336	3370.0	12.0	0.002359	inf	23.0
24.0	0.1	0.17899419423915416	5108.0	11.0	0.002636	inf	24.0
25.0	0.2	0.11653093756646599	5532.0	10.0	0.003052	inf	25.0
26.0	0.1	0.13890508269329627	6113.0	8.0	0.003824	inf	26.0
27.0	0.1	0.18308049651265082	6791.0	7.0	0.005865	inf	27.0
28.0	0.2	0.06247631727585327	7459.0	6.0	0.005733	inf	28.0
29.0	0.5	0.14549772898246338	851.0	4.0	0.003389	inf	29.0
30.0	0.5	0.11611385273574282	1092.0	7.0	0.000748	inf	30.0
31.0	0.1	0.16100723200565362	1062.0	12.0	0.000957	inf	31.0
32.0	0.30000000000000004	0.09876714667095515	1325.0	11.0	0.001105	inf	32.0
33.0	0.1	0.07497803124986506	1509.0	11.0	0.000925	inf	33.0
34.0	0.1	0.16862661176329155	1393.0	11.0	0.001268	inf	34.0
35.0	0.1	0.24102297856642108	2743.0	12.0	0.001254	inf	35.0
36.0	0.2	0.18480853961120883	3064.0	12.0	0.002038	inf	36.0
37.0	0.1	0.04445094800586697	936.0	11.0	0.001395	inf	37.0
38.0	0.1	0.0707887416987462	1512.0	12.0	0.001126	inf	38.0
39.0	0.1	0.13214928660227673	2762.0	11.0	0.000858	inf	39.0
40.0	0.30000000000000004	0.06542604284945597	1344.0	10.0	0.001233	inf	40.0
41.0	0.0	0.9552748605039288	2272.0	12.0	0.000993	inf	41.0
42.0	0.0	0.14569091923211766	2784.0	12.0	0.001484	inf	42.0
43.0	0.1	0.16178062010929747	1607.0	12.0	0.001116	inf	43.0
44.0	0.2	0.04626492461912587	1274.0	12.0	0.00105	inf	44.0
45.0	0.2	0.04875818819336182	1337.0	12.0	0.000829	inf	45.0
46.0	0.2	0.10531399049648663	1060.0	13.0	0.001668	inf	46.0
47.0	0.1	0.04121921549343354	1715.0	13.0	0.000814	inf	47.0
48.0	0.1	0.15416694677383322	600.0	11.0	0.000926	inf	48.0
49.0	0.2	0.09486141589407274	1306.0	13.0	0.000555	inf	49.0
50.0	0.1	0.07212645130519511	2080.0	11.0	0.000761	inf	50.0
51.0	0.30000000000000004	0.12504518702452927	1417.0	10.0	0.001155	inf	51.0
52.0	0.0	0.032171051291269064	2791.0	9.0	0.001187	inf	52.0
53.0	0.1	0.14718563688806816	3786.0	8.0	0.002181	inf	53.0
54.0	0.9000000000000001	1.187176178147258	2801.0	8.0	0.002031	inf	54.0
55.0	0.30000000000000004	0.23517478821726942	4588.0	11.0	0.001462	inf	55.0
56.0	0.1	0.06138367885993196	5048.0	12.0	0.002527	inf	56.0
57.0	0.1	0.13919482208409867	5995.0	10.0	0.002996	inf	57.0
58.0	0.2	0.1760280813816932	5884.0	9.0	0.003654	inf	58.0
59.0	0.1	0.0795973346611951	6934.0	8.0	0.004799	inf	59.0
60.0	0.1	0.141498742206101	7720.0	7.0	0.00406	inf	60.0
61.0	0.2	0.16264187806362365	8607.0	6.0	0.00735	inf	61.0
62.0	0.5	0.02291479967851049	734.0	4.0	0.003122	inf	62.0
63.0	0.6000000000000001	0.10420821131373172	1402.0	7.0	0.000632	inf	63.0
64.0	0.2	0.18094091323531422	2148.0	10.0	0.000773	inf	64.0
65.0	0.1	0.06386057087539576	3318.0	10.0	0.001343	inf	65.0
66.0	0.4	0.22286462845583396	2736.0	10.0	0.001434	inf	66.0
67.0	0.2	0.2148711148569258	942.0	12.0	0.000943	inf	67.0
68.0	0.1	0.17425148010641991	2034.0	12.0	0.00074	inf	68.0
69.0	0.1	0.16635581973218003	1856.0	11.0	0.000923	inf	69.0
70.0	0.1	0.05482154290597028	2858.0	11.0	0.001267	inf	70.0
71.0	0.1	0.11654841442894451	4284.0	10.0	0.001763	inf	71.0
72.0	0.0	0.7594985851064043	6303.0	9.0	0.002458	inf	72.0
73.0	0.2	0.13956427266658547	8704.0	9.0	0.005997	inf	73.0
74.0	0.2	0.07436954508576751	3384.0	7.0	0.003698	inf	74.0
75.0	0.1	0.10441912802442432	7567.0	7.0	0.00193	inf	75.0
76.0	1.0	0.10537847457508721	1073.0	6.0	0.001902	inf	76.0
77.0	0.7	0.15963014820957533	1978.0	13.0	0.000561	inf	77.0
78.0	0.2	0.12660833025011503	1025.0	12.0	0.000982	inf	78.0
79.0	0.1	0.05001996619929356	1305.0	12.0	0.000562	inf	79.0
80.0	0.1	0.13139765702692732	1147.0	12.0	0.000574	inf	80.0
81.0	0.30000000000000004	0.08730891665442342	896.0	12.0	0.000454	inf	81.0
82.0	0.0	0.20281341069657188	1906.0	13.0	0.000616	inf	82.0
83.0	0.2	0.21561970466193675	1469.0	12.0	0.000476	inf	83.0
84.0	0.1	0.14042486713525054	1244.0	12.0	0.000554	inf	84.0
85.0	0.1	0.11092920844354714	2486.0	12.0	0.000857	inf	85.0
86.0	0.1	0.06290876708897725	3804.0	12.0	0.001916	inf	86.0
87.0	0.1	0.24884824298681943	2176.0	11.0	0.00181	inf	87.0
88.0	0.2	0.18566393953237562	940.0	11.0	0.000986	inf	88.0
89.0	0.30000000000000004	0.43875107589632284	1741.0	10.0	0.00051	inf	89.0
90.0	0.1	0.021255752949667483	2510.0	8.0	0.001472	inf	90.0
91.0	0.1	0.10190300304406846	3600.0	8.0	0.001804	inf	91.0
92.0	0.30000000000000004	0.1345237931743751	4218.0	7.0	0.002741	inf	92.0
93.0	0.2	0.06619499037836347	4619.0	9.0	0.002727	inf	93.0
94.0	0.2	0.0941651091312954	6861.0	9.0	0.002567	inf	94.0
95.0	0.5	0.12140576960074964	8942.0	10.0	0.005401	inf	95.0
96.0	0.30000000000000004	0.06979218055202811	11384.0	8.0	0.007285	inf	96.0
97.0	0.30000000000000004	0.0600595043876738	11754.0	6.0	0.009322	inf	97.0
98.0	0.2	0.12705037280103124	12174.0	3.0	0.009836	inf	98.0
99.0	1.3	0.06818001114906518	506.0	12174.0	0.017071	inf	99.0
100.0	0.0	0.05518844671417389	597.0	505.0	0.000791	inf	100.0
101.0	0.5	0.09526021277714034	789.0	597.0	0.000621	inf	101.0
102.0	0.0	0.07621755096709239	457.0	626.0	0.000777	inf	102.0
103.0	0.4	0.08646938047464683	659.0	457.0	0.000598	inf	103.0
104.0	0.0	0.09828575237541506	1055.0	657.0	0.000889	inf	104.0
105.0	0.6000000000000001	0.071927166333639	626.0	1055.0	0.000818	inf	105.0
106.0	0.0	0.05817609514703663	822.0	621.0	0.000669	inf	106.0
107.0	0.5	0.06928179936542825	1508.0	822.0	0.000839	inf	107.0
108.0	0.0	0.046220320697474615	1534.0	11.0	0.001057	inf	108.0
109.0	0.8	0.08731328884458352	1671.0	2.0	0.001294	inf	109.0
110.0	1.2000000000000002	0.04595428490096416	1552.0	1671.0	0.001596	inf	110.0
111.0	0.0	0.02919841143264967	979.0	1549.0	0.001692	inf	111.0
112.0	0.5	0.04127518841093736	643.0	2.0	0.000407	inf	112.0
113.0	0.0	0.11856922801159175	936.0	4.0	0.000506	inf	113.0
114.0	0.4	0.10459507420993447	2089.0	2.0	0.000969	inf	114.0
115.0	0.0	0.04293125742768637	1039.0	2089.0	0.001437	inf	115.0
116.0	0.0	0.0144276253721981	809.0	897.0	0.00091	inf	116.0
117.0	0.4	0.10460094867287476	963.0	809.0	0.001271	inf	117.0
118.0	0.0	0.10904639655399918	1017.0	912.0	0.000997	inf	118.0
119.0	0.4	0.10330021089167286	643.0	1017.0	0.001009	inf	119.0
120.0	0.0	0.08167546607460849	1261.0	281.0	0.000594	inf	120.0
121.0	0.5	0.08538783977908285	1031.0	1.0	0.000718	inf	121.0
122.0	0.2	0.37411174214968773	786.0	4.0	0.000447	inf	122.0
123.0	0.30000000000000004	0.137112639741099	1011.0	4.0	0.000625	inf	123.0
124.0	0.0	0.0758124442513533	1041.0	3.0	0.000894	inf	124.0
125.0	0.4	0.11408894828162597	1073.0	2.0	0.000782	inf	125.0
126.0	0.0	0.04128056460829981	519.0	1073.0	0.001114	inf	126.0
127.0	0.0	0.005901459072617935	1213.0	14.0	0.000504	inf	127.0
128.0	0.5	0.11534887330816909	770.0	1213.0	0.001078	inf	128.0
129.0	0.0	0.10021252657617086	591.0	766.0	0.000841	inf	129.0
130.0	0.5	0.1427093116671912	3339.0	2.0	0.000631	inf	130.0
131.0	0.7	0.03653228703125364	479.0	3339.0	0.002173	inf	131.0
132.0	0.0	0.004245875403359035	194.0	457.0	0.000615	inf	132.0
133.0	0.4	0.1000436816586014	599.0	194.0	0.000395	inf	133.0
134.0	0.0	0.0995401387491249	830.0	208.0	0.000673	inf	134.0
135.0	0.4	0.05970091719990082	38.0	830.0	0.000578	inf	135.0
136.0	0.0	0.04201486717211804	594.0	37.0	0.000192	inf	136.0
137.0	0.6000000000000001	0.06719069177646535	867.0	1.0	0.000524	inf	137.0
138.0	0.4	0.11982644045045196	813.0	4.0	0.000358	inf	138.0
139.0	0.7000000000000001	0.10413560528034554	1181.0	5.0	0.000657	inf	139.0
140.0	0.6	0.1262099476033329	1823.0	3.0	0.001026	inf	140.0
141.0	0.0	0.043597470997308124	666.0	1823.0	0.001383	inf	141.0
142.0	0.0	0.008645605329230971	974.0	654.0	0.000916	inf	142.0
143.0	0.5	0.09456596422614083	851.0	974.0	0.000954	inf	143.0
144.0	0.0	0.08678441162951667	1246.0	309.0	0.000686	inf	144.0
145.0	0.6000000000000001	0.10095020932560783	1334.0	1246.0	0.000898	inf	145.0
146.0	0.0	0.09869852128720637	2116.0	1327.0	0.001526	inf	146.0
147.0	0.6000000000000001	0.04179010472648582	861.0	2.0	0.000861	inf	147.0
148.0	0.1	0.07596644893058764	1020.0	6.0	0.000633	inf	148.0
149.0	0.1	0.1339311293880492	1250.0	5.0	0.000986	inf	149.0
150.0	0.5	0.078212608766991	1407.0	4.0	0.000991	inf	150.0
151.0	0.2	0.1896674798287351	2461.0	2.0	0.001205	inf	151.0
152.0	1.1	0.04027477282328748	1142.0	2461.0	0.002752	inf	152.0
153.0	0.0	0.3766484868749236	358.0	1068.0	0.001158	inf	153.0
154.0	0.0	0.20668597280147974	718.0	1.0	0.000495	inf	154.0
155.0	0.4	0.03923110538667086	1908.0	718.0	0.001002	inf	155.0
156.0	0.0	0.011167569514761328	2495.0	192.0	0.001094	inf	156.0
157.0	0.5	0.14481482743307877	525.0	2495.0	0.002247	inf	157.0
158.0	0.0	0.12620797733364486	1180.0	35.0	0.000533	4.697609729685656	158.0
159.0	0.5	0.06980611925068018	134.0	1.0	0.000675	4.379274565440709	159.0
160.0	0.2	0.1336476449109409	272.0	7.0	0.000218	4.379274565440709	160.0
161.0	0.30000000000000004	0.07573084451217349	716.0	8.0	0.00028	4.379274565440709	161.0
162.0	0.2	0.09598064187742411	1457.0	10.0	0.00082	4.379274565440709	162.0
163.0	0.2	0.15544192170439108	2019.0	9.0	0.000807	4.379274565440709	163.0
164.0	0.1	0.11168138873814552	2179.0	7.0	0.001197	4.379274565440709	164.0
165.0	0.1	0.05747519979205428	2303.0	6.0	0.002285	4.379274565440709	165.0
166.0	0.1	0.08195624624135883	2372.0	5.0	0.001581	4.379274565440709	166.0
167.0	0.1	0.17446146848515232	2399.0	4.0	0.00202	4.379274565440709	167.0
