loops	prediction	trackerror	treesize	prunetreesize	prunetime	bestcost	time
39.0	0.2	0.12198489335626132	11216.0	12.0	0.007677	inf	39.0
40.0	0.1	0.054184965467355975	12161.0	12.0	0.008972	inf	40.0
41.0	0.1	0.13364554229413259	13607.0	11.0	0.009646	inf	41.0
42.0	0.4	0.15126542566341877	4708.0	11.0	0.005709	inf	42.0
43.0	0.1	0.3952968860812213	5065.0	14.0	0.002686	inf	43.0
44.0	0.1	0.13783361267861463	6297.0	13.0	0.002333	inf	44.0
45.0	0.1	0.053483741254416704	7367.0	13.0	0.004141	inf	45.0
46.0	0.1	0.1729456164142674	8268.0	13.0	0.004747	inf	46.0
47.0	0.30000000000000004	0.06566125849422783	7884.0	13.0	0.005857	inf	47.0
48.0	0.1	0.11718992227237945	8936.0	11.0	0.004489	inf	48.0
49.0	0.1	0.054901252666672194	7062.0	9.0	0.003877	inf	49.0
50.0	0.1	0.17201628748922348	7349.0	10.0	0.005006	inf	50.0
51.0	0.2	0.12401458412398018	7765.0	10.0	0.004035	inf	51.0
52.0	0.1	0.04748731526826307	8486.0	10.0	0.006772	inf	52.0
53.0	0.30000000000000004	0.18405560778147087	7024.0	9.0	0.006102	inf	53.0
54.0	0.30000000000000004	0.10961037909626355	6017.0	11.0	0.004	inf	54.0
55.0	0.1	0.11662921323535871	6355.0	13.0	0.005523	inf	55.0
56.0	0.1	0.05892682105400652	6850.0	12.0	0.004659	inf	56.0
57.0	0.1	0.048101093755645925	7046.0	12.0	0.005152	inf	57.0
58.0	0.2	0.12190683874920387	7393.0	12.0	0.006431	inf	58.0
59.0	0.30000000000000004	1.4805667267083467	1005.0	7393.0	0.008956	inf	59.0
60.0	0.0	1.1120433434303922	1083.0	1005.0	0.001286	inf	60.0
61.0	1.2000000000000002	0.58319141762432	1075.0	1033.0	0.002329	inf	61.0
62.0	0.1	0.16690510559670269	1163.0	12.0	0.000709	inf	62.0
63.0	0.1	0.08623775113247295	895.0	12.0	0.000561	inf	63.0
64.0	0.1	0.07957281562448223	926.0	12.0	0.000539	inf	64.0
65.0	0.2	0.15117290254694318	1280.0	12.0	0.000561	inf	65.0
66.0	0.1	0.05479369329827638	1573.0	12.0	0.00085	inf	66.0
67.0	0.2	0.030482799029123802	699.0	12.0	0.000497	inf	67.0
68.0	0.1	0.0479495804033791	1330.0	12.0	0.000416	inf	68.0
69.0	0.1	0.04366403007958644	1416.0	12.0	0.000544	inf	69.0
70.0	0.1	0.08175823289096608	1950.0	12.0	0.000512	inf	70.0
71.0	0.1	0.32357827922268645	1449.0	12.0	0.0006	inf	71.0
72.0	0.1	0.2972018606604386	1746.0	12.0	0.000749	inf	72.0
73.0	0.2	0.1592713260864057	1487.0	12.0	0.000693	inf	73.0
74.0	0.1	0.12334073564157616	2111.0	11.0	0.00081	inf	74.0
75.0	0.1	0.07183426401557425	2395.0	10.0	0.001165	inf	75.0
76.0	0.1	0.08266585090785356	3496.0	10.0	0.001382	inf	76.0
77.0	0.1	0.18211221142570722	4166.0	9.0	0.001872	inf	77.0
78.0	0.2	0.08954227527789155	4617.0	8.0	0.002374	inf	78.0
79.0	0.1	0.09006105595969033	5669.0	9.0	0.004101	inf	79.0
80.0	0.30000000000000004	0.1309690943271551	896.0	8.0	0.002049	inf	80.0
81.0	0.2	0.05512549432844459	841.0	10.0	0.000696	inf	81.0
82.0	0.30000000000000004	0.08823769275177848	1303.0	10.0	0.000726	inf	82.0
83.0	0.0	0.20414853675399383	2501.0	12.0	0.001599	inf	83.0
84.0	0.2	0.04992023372509004	3264.0	11.0	0.00187	inf	84.0
85.0	0.2	0.1635680355855597	593.0	11.0	0.001132	inf	85.0
86.0	0.1	0.05851117700973374	1306.0	11.0	0.000562	inf	86.0
87.0	0.2	0.07778544740507266	657.0	10.0	0.000734	inf	87.0
88.0	0.2	0.0526862473722449	1285.0	10.0	0.000748	inf	88.0
89.0	0.1	0.12055331297246215	1406.0	8.0	0.001006	inf	89.0
90.0	0.2	0.06302835061887126	1544.0	7.0	0.001194	inf	90.0
91.0	0.2	0.20357799386824482	1740.0	5.0	0.001384	inf	91.0
92.0	0.2	0.1459780651644147	2085.0	4.0	0.001079	inf	92.0
93.0	0.2	0.08348663255554792	2783.0	2.0	0.00117	inf	93.0
94.0	0.0	0.054376534098459745	540.0	2783.0	0.002314	inf	94.0
95.0	0.0	0.0339208630491417	2252.0	491.0	0.000848	inf	95.0
96.0	0.5	0.041540956725694786	944.0	2252.0	0.004101	inf	96.0
97.0	0.0	0.007949443362597635	1477.0	245.0	0.000772	inf	97.0
98.0	0.4	0.07664996127521913	1251.0	1477.0	0.001067	inf	98.0
99.0	0.0	0.07561942095479023	314.0	1246.0	0.001187	inf	99.0
100.0	0.4	0.08767147372180067	82.0	1.0	0.000515	inf	100.0
101.0	0.2	0.148709560023356	1134.0	82.0	0.000344	inf	101.0
102.0	0.0	0.12518548405610658	269.0	1118.0	0.001015	inf	102.0
103.0	0.5	0.08192226360769735	1246.0	269.0	0.000431	inf	103.0
104.0	0.0	0.07879137974821439	2338.0	70.0	0.000691	inf	104.0
105.0	0.4	0.10362333914483009	674.0	2338.0	0.001775	inf	105.0
106.0	0.0	0.09243770046653607	1029.0	176.0	0.000553	inf	106.0
107.0	0.4	0.1275363306893962	777.0	1029.0	0.000875	inf	107.0
108.0	0.0	0.1351195097245023	1229.0	33.0	0.000707	5.079401938623205	108.0
109.0	0.8	0.11440399954153677	608.0	3.0	0.000597	4.796000627185592	109.0
110.0	0.5	0.07057442175247944	650.0	6.0	0.000345	4.691779172739027	110.0
111.0	0.4	0.07666848503116687	782.0	8.0	0.000477	4.691779172739027	111.0
112.0	0.2	0.12459226056941498	611.0	8.0	0.000538	4.691779172739027	112.0
113.0	0.30000000000000004	0.05541992507821389	396.0	8.0	0.000428	4.681939835590062	113.0
114.0	0.2	0.057353826094842984	257.0	10.0	0.000459	4.681939835590062	114.0
115.0	0.2	0.06504603568222246	298.0	10.0	0.000471	4.681939835590062	115.0
116.0	0.2	0.09360223548892271	457.0	9.0	0.000432	4.681939835590062	116.0
117.0	0.2	0.0586297432344581	561.0	7.0	0.00051	4.681939835590062	117.0
118.0	0.2	0.07347382556596957	663.0	6.0	0.000686	4.681939835590062	118.0
119.0	0.1	0.07176300937926997	781.0	4.0	0.000632	4.681939835590062	119.0
120.0	0.2	0.13768002482501326	891.0	3.0	0.000599	4.681939835590062	120.0
